Gaia source IDs,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
4305499316034996992,136.95,286.9718460550127,5.378581009512885,0.858,10.785,10.401,1295.723,93.782,0.186,244.564,279.384,154.668,11.155,1316.004,93.479,0.228,43.456,98.888,99.636,137.015,137.228,137.447,1282.377,1319.007,1357.853,10.252,11.322,13.034,0.105,0.266,0.501,89.624,93.435,97.288
150518507575835264,202.265,65.73732893085096,26.239114379506915,1.395,10.483,12.253,1058.039,64.16,0.012,230.957,4.671,68.535,12.166,1078.93,41.978,0.579,12.248,0.616,488.957,202.294,202.948,203.586,1018.1,1069.886,1122.551,13.048,28.389,122.83,0.515,0.955,0.998,48.992,68.743,84.061
6342187685551117440,153.959,331.82008074748626,-85.85049285835049,0.448,15.092,11.379,920.577,9.244,0.067,308.708,272.397,46.488,12.624,920.07,34.583,0.188,348.729,163.819,810.326,152.891,153.25,153.627,904.696,922.434,941.016,12.115,13.053,14.046,0.055,0.163,0.3,28.94,38.834,47.265
6847964408719746176,41.491,306.9337331088138,-25.76172463626104,0.155,15.745,7.866,2114.954,139.519,0.524,106.586,296.851,31.14,8.363,2298.733,135.821,0.584,282.12,111.564,38.696,41.441,41.498,41.556,2179.5,2395.063,2719.151,8.068,8.555,9.082,0.552,0.607,0.663,129.356,133.902,139.094
5819820671964589312,262.924,236.3079443357168,-70.3231379435003,0.729,13.865,7.613,1726.278,50.362,0.363,197.835,69.902,220.64,10.018,1452.256,66.772,0.081,228.853,59.065,308.049,262.825,263.582,264.319,1409.091,1493.974,1663.072,9.015,10.049,11.114,0.059,0.184,0.39,59.935,67.134,73.364
5313740002550542080,95.525,142.11128500542267,-50.51902932211241,0.679,12.084,9.878,563.481,46.019,0.287,310.933,110.25,42.153,10.662,559.53,42.667,0.425,324.627,105.375,71.539,95.326,95.408,95.491,555.061,559.889,564.757,10.135,10.879,11.733,0.337,0.438,0.54,36.127,44.371,50.927
6005425828227821952,23.609,228.0334513873133,-39.69784973159263,0.489,10.657,6.655,1537.509,142.373,0.437,239.97,249.333,67.869,6.867,1570.034,140.414,0.47,72.07,78.723,78.985,23.6,23.609,23.618,1555.799,1571.317,1587.706,6.674,6.876,7.091,0.44,0.471,0.503,138.354,140.197,142.145
5065660458137051008,259.345,40.88597455974288,-29.89743218366224,0.926,12.288,6.212,1073.402,28.666,0.018,129.358,216.076,47.385,10.55,1095.959,64.61,0.529,135.765,11.219,514.567,257.299,258.095,258.966,1027.153,1078.308,1118.317,8.681,11.208,35.187,0.128,0.567,0.985,55.069,67.14,78.89
4428466321353682816,153.059,231.32124827877823,4.482678171714475,0.763,12.313,11.734,1120.049,76.123,0.237,317.866,256.65,96.232,10.282,1089.101,79.512,0.119,166.158,71.566,161.162,152.769,153.126,153.478,1060.754,1100.072,1145.316,9.196,10.697,13.374,0.09,0.281,0.742,72.806,79.783,85.914
4919811958700681216,135.355,7.794374468080213,-55.74968254686746,0.188,17.717,9.127,948.088,19.047,0.46,117.713,43.883,36.714,12.783,950.669,35.825,0.426,343.288,171.743,13.047,132.561,133.659,134.787,921.311,950.164,978.477,11.943,14.047,17.896,0.19,0.428,0.752,32.613,45.092,56.484
6483105665612243072,30.61,315.7516580112428,-46.726116598210524,0.122,15.816,2.97,987.945,119.385,0.112,5.566,282.206,138.558,3.055,1001.925,118.652,0.146,168.764,98.964,111.711,30.609,30.635,30.662,993.295,1003.978,1015.221,2.913,3.054,3.198,0.075,0.145,0.213,115.614,118.503,121.583
2863141060551392000,114.472,7.321351183660223,33.902254360784795,0.798,11.69,5.603,968.619,33.446,0.214,11.351,225.179,152.439,5.761,956.7,44.191,0.306,300.627,106.571,589.831,114.394,114.551,114.72,923.663,949.122,977.994,5.204,6.07,7.273,0.085,0.283,0.594,35.661,47.406,56.816
2023006532206892288,130.57,290.9393114727643,24.59247148883244,0.67,12.833,6.501,1211.062,67.888,0.337,274.165,37.65,84.22,6.785,1242.708,65.609,0.411,270.032,39.337,60.784,130.299,130.48,130.659,1188.82,1263.721,1394.429,6.366,7.109,8.165,0.324,0.472,0.628,61.562,67.731,73.64
1203977228262495488,78.113,237.08647813066443,19.648909268975732,0.823,10.464,3.369,1294.681,28.005,0.361,285.341,286.117,10.702,3.537,1333.984,43.421,0.306,275.27,24.265,335.745,78.105,78.189,78.273,1297.074,1351.537,1445.197,3.217,3.776,4.78,0.109,0.338,0.733,35.845,48.58,59.947
1214160733157163008,11.451,230.47094024402693,20.97832225750799,0.484,9.124,3.346,803.67,117.444,0.049,13.015,259.284,39.88,3.388,804.02,117.813,0.069,209.508,80.163,76.862,11.451,11.453,11.454,800.669,803.72,806.945,3.339,3.388,3.439,0.027,0.059,0.095,116.706,117.826,118.951
6887002152449363456,100.623,313.86584091742486,-14.099972646086487,0.987,10.02,4.261,660.056,20.572,0.069,146.629,67.898,49.318,5.838,707.645,62.114,0.566,272.023,15.139,204.149,100.66,100.862,101.052,682.236,712.036,742.122,6.23,16.107,68.0,0.599,0.966,0.998,58.803,79.312,88.254
5361858239151059840,149.476,164.62142832325793,-49.84501381849738,0.567,13.993,11.993,706.634,125.835,0.087,261.847,340.297,45.442,12.496,702.247,120.115,0.09,293.358,170.45,446.337,149.386,149.638,149.887,692.171,701.454,710.91,11.807,12.633,13.49,0.037,0.107,0.215,115.127,119.865,124.992
2508386215125437440,196.637,30.860008272239227,1.557836933885035,0.713,13.37,8.929,1111.381,119.196,0.297,353.485,355.253,124.764,11.766,1127.703,114.982,0.633,253.087,172.373,399.476,195.454,196.023,196.548,1083.325,1122.401,1163.96,9.784,14.181,39.187,0.423,0.777,0.978,99.066,110.592,124.101
157954362978632832,165.674,70.3088696618755,28.628416920574637,0.987,11.767,10.345,1400.861,58.579,0.386,14.782,149.486,46.68,10.48,1387.774,70.408,0.222,122.981,154.198,506.162,165.573,165.898,166.222,1355.113,1413.022,1496.568,9.294,10.32,11.44,0.056,0.176,0.345,59.797,68.204,75.834
1576053234409197568,141.837,180.74112892472127,58.66339242847638,0.65,13.81,5.132,1512.462,52.135,0.498,144.474,121.643,70.033,5.073,1360.487,27.755,0.392,159.538,115.869,78.658,141.551,141.762,141.975,1317.531,1389.204,1512.38,4.899,5.58,6.673,0.279,0.485,0.709,29.0,40.447,51.479
6377431877943659904,157.26,353.6274308258327,-76.9358554447501,1.094,10.156,11.175,776.43,98.95,0.181,225.642,326.359,84.391,10.218,783.126,98.794,0.224,318.292,143.269,667.387,156.922,157.118,157.318,765.106,783.436,802.23,9.309,10.532,11.929,0.063,0.219,0.489,92.788,98.564,104.702
3552063130615834624,99.698,166.50465594328256,-19.08266720294443,0.87,10.004,9.849,835.241,78.054,0.287,84.09,123.555,123.282,10.003,823.883,75.418,0.369,81.615,128.157,117.696,99.628,99.773,99.916,810.775,826.678,844.58,8.742,9.855,11.581,0.134,0.332,0.553,69.197,74.449,79.28
3785027310710636928,149.735,168.03500499436478,-6.0926821321382265,1.027,10.613,10.999,1093.586,75.38,0.519,337.545,7.119,159.274,9.43,1108.594,70.061,0.273,321.873,13.422,93.49,149.134,149.422,149.715,1084.485,1128.898,1204.354,8.454,10.58,16.398,0.236,0.489,0.887,61.809,72.039,81.163
724094721185939200,221.577,159.57689521379874,24.004841982821198,0.963,12.059,10.907,1674.271,51.198,0.204,306.602,52.44,32.351,11.827,1458.931,47.73,0.304,84.213,25.289,493.681,221.767,222.404,223.042,1425.702,1525.977,1735.307,10.86,12.143,13.81,0.074,0.217,0.412,39.615,51.041,60.491
5606427764478739968,94.26,109.84107828396981,-29.776791949887315,0.592,12.784,12.139,1381.777,133.121,0.183,213.048,198.637,3.997,12.155,1376.774,133.353,0.138,18.022,17.911,1327.043,94.203,94.303,94.402,1360.377,1377.912,1396.668,11.724,12.159,12.6,0.08,0.136,0.192,130.421,133.153,136.185
3347669210412990336,149.506,84.86609158035719,14.580475906587761,0.882,11.411,8.866,837.266,159.498,0.103,114.974,171.803,12.255,9.85,848.446,150.948,0.182,241.946,63.506,578.416,149.032,149.343,149.653,828.047,848.465,871.922,9.401,10.582,12.223,0.063,0.199,0.427,132.022,141.65,152.491
1059326818538631040,253.309,165.01706316496185,66.94649098660236,0.701,14.451,10.912,1074.0,146.359,0.023,309.666,277.43,58.95,12.676,1023.556,125.795,0.16,114.686,80.53,55.624,251.854,252.619,253.378,999.971,1029.438,1063.748,11.296,12.917,14.735,0.058,0.195,0.414,116.524,124.844,134.818
5910299793047171072,194.874,261.89964664870587,-62.925796873260175,0.672,14.277,11.007,1364.955,43.116,0.139,26.065,10.977,11.578,11.502,1306.046,46.367,0.189,259.481,24.584,885.764,194.479,195.055,195.624,1276.232,1315.053,1365.668,10.528,11.587,12.74,0.061,0.183,0.351,38.971,47.219,54.441
5704949052904997504,266.294,130.9021428430243,-20.400632808770414,0.997,11.288,8.38,881.69,19.018,0.006,90.176,43.347,85.661,12.16,914.05,51.292,0.541,114.771,60.021,207.668,264.392,265.148,265.906,882.369,920.144,964.539,11.269,28.356,133.504,0.366,0.942,0.997,52.23,72.889,85.652
5791373832247143296,90.176,205.71244717152368,-74.10090517293685,0.29,15.49,11.848,1083.205,46.665,0.313,25.455,293.67,11.98,11.635,1083.177,49.798,0.191,183.775,117.397,1031.383,90.058,90.212,90.362,1074.164,1085.289,1097.274,11.096,11.577,12.091,0.083,0.168,0.254,45.88,50.014,53.841
1045987474751387904,237.249,148.8277713644679,56.28037080111121,0.825,12.408,11.134,1177.249,125.389,0.028,279.585,137.976,28.092,10.585,1130.873,129.216,0.279,217.493,153.375,887.368,236.492,237.152,237.76,1105.085,1140.914,1182.372,9.718,10.872,12.502,0.085,0.257,0.514,116.515,125.182,135.15
1355028994676913024,64.835,256.16064559139903,42.15572708270387,0.55,12.494,5.584,813.043,63.113,0.047,227.395,119.008,36.73,5.829,832.819,58.6,0.088,314.285,123.507,247.087,64.797,64.84,64.885,821.497,833.277,845.016,5.524,5.88,6.241,0.033,0.104,0.206,53.758,59.0,63.479
6844964253800776576,209.039,326.57760592545094,-11.406629570779847,0.772,13.013,8.813,1235.664,49.014,0.1,56.288,150.811,60.855,7.172,1254.016,48.774,0.058,106.014,167.417,307.39,208.597,209.137,209.681,1206.414,1262.277,1332.709,6.604,7.735,9.229,0.068,0.228,0.577,41.253,54.853,66.786
1169995378293958272,71.206,230.4917071719514,11.931023660579784,0.54,13.227,9.917,1510.987,46.182,0.185,56.75,120.234,114.257,9.175,1508.825,41.866,0.209,54.862,124.343,128.984,71.284,71.352,71.42,1487.424,1512.081,1541.517,8.894,9.188,9.488,0.167,0.215,0.263,38.659,42.109,45.289
325710773332773888,105.106,32.19194535639886,32.68330990158155,0.549,13.381,7.255,1128.181,105.349,0.19,164.81,200.435,9.796,7.628,1108.662,101.711,0.211,3.328,9.321,87.603,104.748,104.893,105.043,1087.288,1110.693,1134.577,7.133,7.703,8.278,0.075,0.203,0.363,97.796,101.964,106.331
4560153630723871360,176.604,256.8856848479042,18.54200991775001,0.812,12.32,10.888,1720.013,35.832,0.139,233.169,279.448,206.046,9.967,1689.712,26.094,0.075,304.856,124.078,1498.761,176.497,176.835,177.168,1663.674,1799.808,2183.537,9.753,10.514,11.619,0.043,0.161,0.358,24.29,33.949,43.504
5221017156177657728,221.448,124.51430867125136,-72.44958168972381,0.877,11.707,10.535,1320.251,140.791,0.007,245.375,19.668,209.242,12.366,1296.87,132.348,0.156,55.842,38.56,766.109,220.711,221.099,221.488,1271.093,1301.294,1334.284,11.349,12.463,13.595,0.042,0.135,0.27,124.94,131.739,140.078
1925083305044533120,254.819,351.34169102752526,43.17660089418868,0.934,11.937,7.562,1271.935,101.112,0.34,189.36,268.704,146.557,8.767,1234.75,93.605,0.083,86.146,92.696,378.702,253.842,254.448,255.045,1184.545,1244.654,1315.084,7.902,9.08,10.608,0.059,0.22,0.54,85.971,93.142,100.659
4871558963203610752,99.581,67.80347676387076,-33.08238578985085,0.428,14.327,6.291,317.902,109.923,0.035,182.586,265.69,3.337,8.507,312.188,100.919,0.494,48.441,89.887,43.98,99.302,99.427,99.551,308.737,311.689,315.245,7.763,11.603,34.688,0.345,0.83,0.987,92.176,97.695,105.917
2964414778784593920,43.203,85.97091736181922,-21.279674953232487,1.137,6.972,3.891,387.661,99.329,0.263,292.56,22.241,49.109,7.661,388.591,99.358,0.732,294.291,34.155,41.108,43.227,43.261,43.297,384.862,389.37,394.215,5.79,10.481,29.465,0.571,0.925,0.993,88.771,93.742,100.065
331851610198119040,166.037,35.80078559556293,39.15927869999105,0.895,11.292,10.792,1742.714,30.599,0.025,304.554,22.035,218.405,10.813,1559.112,24.959,0.278,325.226,43.637,359.593,164.751,165.147,165.542,1554.915,1702.078,2242.639,10.647,11.863,13.73,0.141,0.295,0.471,28.918,40.683,53.594
6354323579500578816,99.9,342.4241339372794,-77.04960382587738,0.61,12.755,3.307,1325.121,83.228,0.019,259.708,59.589,95.273,3.32,1315.904,84.107,0.266,65.056,53.541,698.206,99.794,99.884,99.978,1260.572,1320.673,1387.451,3.026,3.407,3.837,0.078,0.259,0.496,77.894,84.828,91.817
127764973430392960,139.54,38.13812583734572,28.233845009778353,0.616,13.432,4.836,1189.008,118.726,0.538,134.99,346.286,11.017,8.848,1230.944,107.571,0.945,327.821,153.862,117.237,139.418,139.697,139.985,1198.221,1258.479,1352.297,8.126,34.454,300.534,0.914,0.998,1.0,89.573,92.343,106.635
5088295210668916992,254.17,53.79952715308427,-22.245416154884293,0.955,12.346,6.668,919.258,110.961,0.237,90.407,268.639,49.042,12.359,902.579,108.754,0.672,355.452,71.721,308.015,253.988,254.651,255.344,872.5,901.916,933.005,14.263,52.478,330.297,0.834,0.996,1.0,91.839,98.948,114.781
1420597232431960704,195.668,261.80104776471984,56.39838520484472,0.706,13.413,10.795,861.68,47.665,0.051,72.618,215.958,102.137,11.725,865.516,56.251,0.164,149.585,33.658,723.512,195.433,195.763,196.098,848.756,867.9,889.392,10.8,11.991,13.314,0.054,0.176,0.358,49.003,56.931,63.819
6784444518172220288,122.262,320.06739660073805,-31.509664844315108,0.595,13.319,4.225,1373.819,155.857,0.235,140.23,288.352,1.791,4.798,1225.654,134.864,0.335,49.119,174.102,70.278,121.775,121.979,122.194,1180.422,1239.578,1313.853,4.499,5.648,14.884,0.217,0.57,0.963,108.436,125.596,140.224
1287069280480460032,41.359,218.54933780458882,32.5345079836093,1.335,6.214,2.632,859.202,90.264,0.102,351.638,162.444,22.027,2.144,889.337,91.94,0.007,203.366,154.51,544.383,41.332,41.351,41.369,868.171,901.885,939.68,2.018,2.316,2.918,0.071,0.261,0.697,83.625,91.08,98.399
3257070551794314624,280.685,59.5946613791074,0.20274995465461623,0.71,14.169,9.195,1469.632,99.821,0.513,214.778,345.754,22.535,11.326,1374.637,79.413,0.208,138.154,154.46,386.553,278.457,279.628,280.932,1322.541,1404.45,1642.21,10.524,13.251,26.482,0.154,0.526,0.947,70.439,81.234,89.577
2500815798395100032,130.796,36.45117158064586,0.08068441158639875,0.676,12.795,10.444,1513.142,72.519,0.018,273.582,3.861,207.417,11.156,1504.644,72.833,0.122,231.66,4.566,35.024,130.359,130.568,130.779,1468.178,1507.149,1556.365,10.605,11.123,11.655,0.042,0.111,0.195,68.633,72.752,76.65
2629041948233065216,48.321,336.5600427119428,-2.789335278016781,1.269,6.842,6.099,1288.986,119.189,0.216,19.166,331.944,5.48,6.803,1322.217,122.269,0.486,174.953,142.052,1271.256,48.334,48.382,48.429,1286.312,1355.961,1456.693,9.115,29.164,107.914,0.847,0.99,0.999,94.527,106.103,125.257
1547977033196909440,120.225,184.92753909751124,51.47629701117602,0.931,10.431,8.776,672.492,62.604,0.429,237.079,333.05,59.123,9.295,670.04,66.33,0.271,66.589,161.003,106.91,120.292,120.427,120.561,661.085,670.339,680.047,8.577,9.359,10.278,0.121,0.27,0.433,61.182,66.888,72.055
2013473006145536256,73.41,343.7192796608534,58.88746800965293,0.636,11.873,10.668,1205.159,108.493,0.179,332.909,316.307,7.847,10.516,1209.816,107.309,0.18,114.242,134.451,1094.589,73.315,73.363,73.41,1197.435,1210.926,1224.646,10.16,10.498,10.843,0.128,0.179,0.231,105.676,107.355,109.059
6807131467439455872,51.195,312.0910151604377,-22.741494231107886,1.117,7.172,7.844,985.447,44.631,0.106,58.513,153.676,140.12,8.843,969.212,40.808,0.13,86.44,140.007,170.769,51.179,51.231,51.284,954.196,969.84,986.109,8.453,8.985,9.56,0.04,0.122,0.233,34.213,43.12,50.518
1178994434290432128,47.05,218.9981025061649,11.793831818849876,0.421,12.759,10.456,1557.808,67.024,0.157,134.323,317.43,214.145,10.92,1585.564,68.421,0.187,322.252,137.659,255.26,46.969,46.995,47.022,1558.856,1591.969,1633.392,10.768,10.946,11.14,0.165,0.191,0.217,67.618,68.551,69.497
412958154877825536,118.273,21.45398299361369,57.2940059203663,0.34,15.547,7.614,1056.446,106.898,0.376,203.286,349.54,65.139,8.339,1060.545,106.796,0.43,37.534,177.334,72.051,117.813,118.136,118.45,1041.669,1063.405,1085.622,7.71,8.434,9.398,0.223,0.415,0.617,102.258,106.527,110.961
3812426693798193920,88.746,171.30317784140917,3.335513662056478,0.739,11.424,1.989,1227.344,149.818,0.631,334.363,342.09,115.88,3.388,1273.371,122.651,0.608,160.189,169.245,78.48,88.453,88.544,88.632,1231.195,1300.981,1415.341,4.13,13.284,62.646,0.841,0.99,1.0,93.003,102.276,123.525
2040188630440101376,107.789,284.1720942809596,27.94465064411939,0.805,10.846,6.633,1837.935,73.333,0.604,137.141,333.627,44.708,5.998,1574.127,72.423,0.196,21.413,139.272,275.112,107.679,107.787,107.893,1534.257,1637.959,1861.258,5.638,6.095,6.584,0.092,0.221,0.372,69.22,73.204,76.947
5484293566180007808,179.739,99.37162313591767,-58.18444946825203,1.009,11.027,8.926,554.297,122.995,0.055,46.982,197.072,25.087,11.216,551.973,102.419,0.085,96.925,172.798,155.039,179.719,180.038,180.369,537.252,558.378,584.944,11.17,18.21,70.933,0.279,0.895,0.995,91.218,99.053,113.185
6245632319612360192,121.354,243.81108157696872,-19.219764174478044,0.578,13.446,4.72,1123.726,112.809,0.265,166.095,333.89,60.875,5.659,1126.813,126.14,0.64,332.084,160.685,15.061,121.02,121.24,121.464,1064.569,1132.49,1237.822,5.999,14.074,71.882,0.691,0.976,0.999,94.759,109.431,128.109
3114586626662030848,64.119,106.44592776798875,1.2937836536854403,0.857,9.504,11.587,639.503,125.77,0.182,139.966,135.494,95.03,11.87,642.378,130.757,0.271,177.932,133.189,169.369,64.041,64.094,64.146,637.305,642.658,648.271,11.205,11.92,12.651,0.186,0.265,0.346,125.887,130.113,135.01
4238499647278033792,120.02,297.20930901359486,-0.56681095806184,0.598,14.033,5.524,1643.912,173.438,0.716,211.784,65.151,91.229,5.887,1384.146,144.089,0.422,188.034,17.37,156.621,120.107,120.345,120.578,1343.521,1460.749,1777.71,5.699,6.886,12.01,0.354,0.642,0.925,118.928,133.163,146.685
1556031024588905088,180.382,199.3536234209688,48.70835789463253,0.639,13.797,9.809,1673.739,104.936,0.046,15.335,147.882,7.112,9.872,1644.425,100.285,0.184,262.252,146.38,1135.608,179.823,180.167,180.509,1618.17,1714.762,2261.957,9.275,9.9,10.665,0.104,0.242,0.496,96.263,100.74,105.329
4949531173882703744,190.011,35.64162621921238,-44.429379160478575,0.708,13.337,6.917,1173.905,83.453,0.281,359.334,342.452,104.911,7.807,1155.001,85.005,0.068,351.546,171.807,631.401,189.718,190.09,190.483,1101.085,1157.451,1216.523,7.194,8.259,9.702,0.073,0.262,0.663,79.197,85.539,91.322
5273194755353523456,91.054,130.31820306951394,-65.78755061992835,1.112,9.366,5.342,1204.632,39.784,0.034,45.753,7.436,79.207,6.027,1236.598,37.835,0.516,67.478,128.611,567.949,90.916,91.003,91.088,1204.911,1235.817,1267.944,5.417,6.208,7.491,0.288,0.496,0.718,31.678,43.124,53.077
3292115285906477184,98.499,75.73403691412491,11.663510207956069,0.662,12.293,8.781,1487.449,93.928,0.299,202.254,82.959,176.107,11.081,1390.855,97.511,0.425,264.861,76.081,424.269,98.343,98.509,98.673,1361.455,1400.853,1445.033,9.971,11.034,12.693,0.27,0.426,0.595,94.691,97.701,101.061
394490276535962752,181.34,4.938858875922759,49.8976926526295,0.856,11.72,6.333,836.258,88.144,0.127,124.6,26.701,94.999,8.138,801.623,70.466,0.627,254.755,39.049,371.421,181.411,181.875,182.351,770.581,807.74,847.178,7.763,18.128,86.827,0.615,0.967,0.999,64.809,80.983,88.541
6175277418111043328,122.622,207.42636732791954,-29.446277180361054,1.298,8.774,7.603,666.9,32.763,0.272,195.467,352.319,95.41,8.839,689.834,35.872,0.4,132.782,12.201,33.774,122.484,122.712,122.956,673.922,689.207,704.767,9.109,14.134,58.054,0.301,0.816,0.991,38.377,55.452,78.514
2840111209689048192,112.558,353.0554458139092,23.750554878905557,0.844,10.751,10.844,1311.186,76.342,0.009,168.162,232.54,29.605,12.197,1275.647,78.285,0.211,46.41,57.936,235.752,112.429,112.599,112.774,1247.708,1277.666,1309.689,11.229,12.234,13.475,0.078,0.212,0.381,74.95,78.379,81.699
1526693443019796992,217.984,198.252465709445,44.54569173698051,0.92,11.949,11.483,958.739,116.455,0.026,102.929,13.352,104.869,11.066,994.236,121.452,0.063,44.003,10.914,969.779,217.964,218.477,219.007,961.68,990.382,1019.713,10.156,11.411,12.713,0.04,0.134,0.293,113.978,120.223,127.451
6491313451193328256,195.315,343.03448074753396,-59.774058215747026,0.43,15.767,6.283,965.886,55.081,0.326,239.914,299.904,33.182,9.173,970.342,51.807,0.349,207.974,134.502,463.804,196.179,197.159,198.127,935.947,976.28,1024.835,8.738,12.28,41.111,0.227,0.73,0.983,46.774,62.771,79.364
931227868451824896,110.877,124.01014796454267,47.55953432955214,1.264,8.865,12.28,1097.41,84.087,0.042,8.311,196.336,120.06,12.532,1107.03,90.692,0.092,176.055,22.38,72.346,110.834,110.989,111.146,1085.037,1108.492,1132.883,11.71,12.544,13.428,0.039,0.125,0.252,85.777,90.498,95.421
2595534430160642944,235.136,335.5760674851187,-17.028021716064462,0.828,12.639,7.69,1023.971,125.171,0.226,192.027,352.903,146.919,9.637,941.314,95.997,0.244,7.053,145.929,157.99,233.523,234.326,235.145,905.611,949.03,1006.951,9.342,12.131,26.216,0.18,0.668,0.986,81.634,94.053,108.192
1698414894166999552,153.719,217.63543137949605,72.20748467102143,0.467,14.915,6.276,842.6,107.062,0.133,73.112,136.249,49.746,9.318,843.492,101.57,0.585,80.604,139.986,39.287,152.479,152.827,153.18,822.707,850.765,882.436,8.05,11.382,30.155,0.409,0.742,0.97,90.939,96.947,105.546
3180598212413115904,75.603,74.16549907898387,-11.636021237560021,0.292,15.089,6.992,381.615,157.519,0.185,161.135,88.317,44.42,6.237,383.647,152.942,0.181,357.113,162.381,179.273,75.245,75.552,75.835,377.727,382.163,386.066,6.467,7.543,10.246,0.13,0.362,0.727,116.55,131.729,146.534
4393430628150090880,127.865,259.4578014462927,5.802555680092746,0.571,13.622,4.378,1225.308,134.995,0.136,50.894,321.623,179.78,5.419,1179.662,131.801,0.58,43.967,131.576,772.687,127.56,127.787,128.011,1144.54,1182.797,1227.97,4.736,6.252,12.992,0.39,0.723,0.961,112.853,126.504,139.422
135154241325602944,193.929,45.59943085751004,30.621441228095236,0.702,13.876,11.39,1117.177,76.918,0.04,249.322,89.267,12.642,12.034,1125.755,72.43,0.209,144.149,94.199,844.389,193.702,194.229,194.775,1086.658,1126.449,1167.81,11.033,12.488,14.502,0.082,0.263,0.602,65.719,72.53,78.12
2836302703272081664,183.334,342.33106825022526,21.661426976942373,0.772,12.385,7.162,930.421,124.007,0.157,336.095,322.053,56.581,8.337,898.256,118.514,0.59,137.576,132.038,16.141,183.626,183.984,184.348,870.496,895.107,916.33,7.828,13.664,65.376,0.5,0.929,0.998,96.954,111.736,127.779
5495633310633118848,181.018,91.64960764070592,-57.857478343097085,0.715,13.239,8.995,1139.266,135.568,0.082,45.578,329.46,7.627,12.047,1117.041,139.98,0.509,208.643,151.5,1050.2,180.722,181.039,181.342,1090.722,1118.614,1150.056,10.833,13.722,27.976,0.346,0.648,0.944,121.948,134.402,145.83
1024131485693975424,96.442,138.78790416101089,55.44192726937593,1.053,8.744,8.806,1543.51,103.79,0.164,215.63,193.996,184.246,10.476,1593.306,105.018,0.559,21.2,14.109,132.917,96.403,96.513,96.623,1567.537,1710.777,1966.823,9.579,12.055,17.165,0.493,0.824,0.983,102.573,107.692,121.362
4892978239986624128,241.465,66.43857067261382,-25.82350968048354,0.717,14.235,11.136,789.396,68.078,0.348,134.431,54.006,117.144,12.827,777.761,72.17,0.186,268.135,41.953,375.606,240.839,241.77,242.646,757.499,782.416,812.116,11.989,14.356,27.989,0.117,0.401,0.91,66.519,75.197,83.157
4251297996982231424,167.228,303.9786398479044,8.809336029462596,0.933,11.083,4.263,1340.739,165.922,0.105,35.554,112.207,7.685,7.419,1263.532,151.667,0.366,346.491,76.043,1227.326,166.98,167.329,167.683,1229.16,1317.884,1480.624,7.627,14.135,49.176,0.408,0.869,0.99,100.047,121.012,141.271
652592453535946496,204.759,126.52014340376589,15.486420454536727,0.926,11.95,8.576,1333.61,31.772,0.4,345.722,339.63,132.526,11.173,1296.486,44.407,0.367,209.114,114.154,107.641,204.826,205.497,206.16,1230.312,1320.036,1484.732,10.505,15.895,41.42,0.361,0.791,0.978,38.803,54.019,72.334
5848743600243172608,196.02,223.78456657523154,-66.16349095837137,0.622,14.119,12.932,1903.218,37.115,0.069,9.925,287.481,179.436,12.33,1902.533,34.591,0.14,186.588,96.688,101.496,195.593,196.034,196.482,1824.22,2034.042,2659.933,12.044,12.598,13.31,0.077,0.202,0.403,24.925,34.31,41.921
2030304128279635712,199.285,298.6740922988332,29.759126132655663,1.111,11.064,7.354,1143.847,132.718,0.069,313.391,201.273,178.656,7.802,1149.184,135.013,0.289,230.602,23.284,525.986,198.818,199.178,199.562,1114.478,1159.68,1211.132,7.044,8.112,9.404,0.071,0.234,0.487,121.043,131.035,143.306
2163390012156338944,101.105,313.4341093800284,46.117446858429105,0.981,10.256,5.859,1405.311,39.232,0.006,136.863,334.252,53.233,6.512,1359.94,44.691,0.099,210.71,149.174,978.986,100.884,100.984,101.081,1321.502,1374.021,1448.221,6.138,6.696,7.265,0.047,0.136,0.255,39.914,47.547,53.97
465059784667342464,61.301,38.888631685155666,59.79194415647588,0.867,8.784,10.221,1291.358,74.328,0.245,357.821,95.787,1.702,9.881,1279.944,72.747,0.189,359.649,95.523,6.525,61.226,61.276,61.326,1267.162,1284.247,1303.144,9.354,9.734,10.13,0.104,0.172,0.244,70.65,72.552,74.396
1720053454801886208,133.367,190.91953612145016,82.88057625038374,0.973,10.517,9.388,840.443,50.31,0.003,9.037,56.535,3.941,10.514,834.677,30.443,0.353,141.459,67.991,353.021,133.147,133.337,133.525,810.79,836.041,861.628,10.114,11.468,13.751,0.202,0.409,0.664,29.705,40.977,51.326
