Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg],\Delta \chi^2
907,100.75192,43.10325422878869,31.215775411402458,0.17233,0.16319,0.24256,17.03781,17.17648,16.35236,1501.8857,135.88323,0.09295,236.40149,167.09683,100.65984,6.99652,1432.80442,112.88633,0.14488,313.12295,154.17644,458.2784,101.50951,101.99771,102.51622,1390.90765,1432.42997,1478.78354,6.37354,7.24188,8.24949,0.06437,0.1937,0.37414,104.72471,113.1952,123.10426,119.68341
908,77.09875,241.88281764896993,47.843119089220714,0.34053,0.32551,0.45841,14.57737,14.7262,13.89666,660.29017,141.17744,0.58217,207.73928,29.62695,89.55575,12.80248,657.60713,139.71523,0.54202,196.46944,21.38729,84.54634,76.98457,77.04276,77.10116,654.63039,657.70709,660.76433,12.35069,12.85659,13.38538,0.49313,0.54602,0.59891,135.74802,139.50257,143.83817,1425.99357
909,93.76749,263.2069471492787,-4.892528176094051,0.17996,0.17276,0.26589,16.1241,16.24766,15.43155,1043.1563,86.02196,0.70798,150.26453,38.17509,102.77612,7.4144,945.36353,92.57669,0.39461,181.51484,52.58452,131.40451,93.7068,93.93309,94.15025,911.40959,939.34291,975.87429,7.05101,10.33336,33.5649,0.29861,0.87194,0.99844,86.25508,91.98281,98.51625,138.41333
910,109.08611,1.1003735649798128,-54.524614826541494,0.35439,0.34404,0.4533,15.46631,15.58249,14.77027,707.15298,64.2901,0.53315,201.82295,257.28268,62.12321,11.46787,693.93666,63.07447,0.51915,350.17349,82.80392,9.28822,109.15568,109.36668,109.58835,685.84991,694.40026,702.3992,10.81795,11.5989,12.57629,0.41095,0.53668,0.68888,56.55187,63.35472,68.88791,367.17592
911,51.80727,285.33143607126374,22.123569985566917,0.69769,0.69566,0.75115,10.95429,10.97472,10.21188,2439.46183,63.30148,0.32814,355.63595,69.695,341.90697,4.42399,1936.27723,63.22647,0.30993,66.07148,67.95187,597.94124,51.82767,51.85456,51.87972,1946.71476,2168.72933,2641.23274,4.33976,4.5141,4.79548,0.23149,0.2889,0.34894,58.53007,62.23899,65.51152,1720.50394
912,171.84985,150.31337506343982,46.75397280144695,0.4591,0.44811,0.54104,15.71764,15.81215,15.0113,1013.99435,83.25639,0.06404,32.24964,204.27335,56.9593,12.83267,1036.73812,77.4331,0.30711,5.46321,26.33974,514.27196,170.87993,171.49819,172.15088,1004.08144,1034.81311,1066.42871,11.82688,13.32711,15.41611,0.16159,0.36544,0.62503,71.46339,78.04652,84.1176,113.80353
913,100.52502,181.0241596116179,-20.223181891660207,0.23906,0.22512,0.3611,15.34679,15.48469,14.66098,1110.48494,109.35466,0.65253,184.22339,276.4058,32.58076,6.72328,1084.50631,103.24421,0.60357,340.49137,102.56051,1053.982,100.1773,100.41411,100.65623,1041.19212,1084.53452,1135.76614,7.80098,18.32567,56.11867,0.79513,0.97953,0.99774,92.03795,98.02317,109.19527,96.2278
914,74.57407,18.659643137859756,12.120852765133034,0.14975,0.142,0.22098,17.2045,17.43887,16.5628,617.91556,152.99356,0.75414,14.56177,153.1185,48.81219,7.57163,602.4092,156.10642,0.27188,299.66696,25.46794,130.40937,74.41672,74.75355,75.09832,593.20675,605.99704,620.25754,7.36226,8.78304,11.13349,0.09133,0.29329,0.67699,122.83201,134.73088,147.50557,77.95846
915,44.3412,95.39861918715812,-8.885177115600223,0.42393,0.42224,0.56769,12.46295,12.47706,11.71741,1398.68496,136.2891,0.23387,78.24169,236.9882,52.54314,2.00875,1312.64495,125.80835,0.32393,280.45672,34.53207,226.04315,44.31831,44.33924,44.36063,1283.47366,1328.23689,1400.21294,1.81061,2.00492,2.24274,0.12291,0.30191,0.50578,119.09212,124.99959,131.85818,228.5394
916,93.61008,70.48751113626705,-12.593193218129965,0.2484,0.2398,0.35704,15.63845,15.73368,14.93244,1376.60623,64.09006,0.39302,44.61747,159.87379,200.54801,6.77033,1347.92523,67.95422,0.32963,50.86707,157.30875,208.81929,93.60837,93.76694,93.92257,1322.71226,1348.92979,1376.28121,6.23172,6.93379,7.98992,0.23493,0.38366,0.59299,62.96771,67.47572,71.67937,291.41711
917,104.70983,260.2368761972448,-5.690704773800934,0.24157,0.23254,0.35222,15.81774,15.92053,15.11535,487.77168,34.54823,0.13626,310.97722,224.38612,1.30604,8.10333,462.59124,55.81064,0.24784,232.60869,58.85286,132.35139,104.56089,104.90377,105.26016,444.27527,459.34529,474.42895,7.9018,10.94806,29.23289,0.21529,0.68075,0.9709,50.23288,63.79545,75.85745,77.47168
918,76.20065,341.07224311608536,69.99236571716877,0.30224,0.29479,0.3891,15.21168,15.28357,14.49445,2044.80944,74.27594,0.44788,220.22559,291.65937,39.35359,5.23074,1599.99644,76.90112,0.29564,24.5206,116.70278,14.27107,76.10212,76.17164,76.2408,1558.15315,1710.72825,2312.14717,4.89558,5.23886,5.60169,0.21344,0.41879,0.68316,72.26103,76.0124,79.33978,518.3668
919,93.94875,47.844223720470254,-18.53936124732611,0.44878,0.44226,0.58472,14.0661,14.11971,13.34,395.64734,102.74824,0.77734,40.65328,122.17279,34.87995,5.11413,413.40943,94.12703,0.31262,105.2381,115.82557,121.62519,93.75242,93.87512,94.0142,398.61333,410.73485,427.5962,5.27883,9.13823,36.76943,0.39304,0.94467,0.99754,81.43819,89.91952,98.31968,57.19168
920,36.459,19.23990731813355,21.161325260587176,0.2186,0.20934,0.31088,13.56367,13.65731,12.85691,566.37942,89.1439,0.63388,169.31403,321.16221,42.0519,4.76088,567.39238,87.53085,0.83823,347.79494,139.39361,41.65027,36.43481,36.45125,36.46842,564.21202,567.22927,570.29077,4.85644,7.39455,27.23504,0.86686,0.99353,0.99969,79.46899,87.22006,92.05358,1374.31569
921,96.89566,80.64852268343122,-22.586323432393424,0.39478,0.38299,0.52874,14.53081,14.62195,13.82285,224.82458,104.57129,0.78108,355.20102,155.07262,21.80085,10.3616,227.45448,94.28052,0.67203,52.78349,150.86535,56.09791,96.89473,96.99539,97.09644,226.29125,227.49014,228.85067,9.55742,16.9446,79.9167,0.57444,0.94723,0.99819,89.04756,91.91951,97.16287,73.62041
922,128.47571,210.0082765227976,-10.438120748907403,0.37708,0.37055,0.48326,15.57765,15.65097,14.86112,757.74034,115.6765,0.25589,187.44847,158.0336,100.76889,8.18513,744.06027,106.02976,0.30308,143.73384,151.74101,16.41251,128.10031,128.48402,128.89528,719.58723,743.08996,783.23028,7.62496,9.57481,23.9249,0.13866,0.51156,0.97787,97.83568,106.03434,115.74403,74.93609
923,40.34006,326.1330671532852,-37.67961211473945,0.21496,0.21068,0.32979,14.64787,14.69881,13.92047,867.97893,130.52503,0.45864,349.47564,116.11881,35.71508,2.76437,863.31447,125.91286,0.44707,20.80194,127.34827,74.87478,40.32228,40.34324,40.36462,852.55236,863.73206,875.28922,2.646,2.79379,2.96237,0.34742,0.44032,0.53584,119.94745,124.84244,130.51419,716.57492
924,95.64836,184.60221533007189,-35.00576579205592,0.5268,0.5214,0.67832,13.35492,13.40525,12.62722,1020.0443,24.79709,0.44859,328.19842,282.24002,60.04972,8.44214,1027.91243,36.72021,0.49237,234.54564,35.73087,109.90981,95.58918,95.69623,95.80586,1012.05655,1029.67272,1048.14676,7.7998,8.49465,9.75754,0.3228,0.4709,0.62918,29.9405,40.26279,48.79271,471.25906
925,42.38939,223.87028505211956,68.33200560323203,0.28044,0.26721,0.3837,14.11224,14.23991,13.42162,225.10898,96.74815,0.19273,289.62557,31.08312,4.10292,7.96997,224.09663,96.42081,0.21865,266.8466,29.97975,214.41166,42.36942,42.38346,42.39794,223.52765,224.07457,224.64392,7.57958,7.95235,8.34766,0.09835,0.19356,0.28936,93.72632,96.30816,98.85343,503.98499
926,87.61703,351.68078508599706,-40.61089489650889,0.18615,0.17663,0.27617,16.40858,16.55075,15.72477,845.71869,113.95204,0.53156,300.51074,224.2705,40.55697,5.93032,833.22169,129.13947,0.42719,177.16629,71.74934,90.83979,87.54735,87.75636,87.96785,812.08452,834.53238,858.84517,5.71302,6.48907,8.10311,0.23946,0.49357,0.81081,114.83982,124.53883,136.33865,123.44647
927,85.04529,324.596211821728,-17.354854402448776,0.147,0.1373,0.20764,16.68925,16.95898,16.06318,1308.28914,147.22764,0.09447,130.48407,142.3118,153.20567,10.70424,1349.35442,149.60335,0.11578,117.37097,131.28941,148.19936,84.62426,84.91331,85.20651,1320.5561,1352.47035,1392.40894,10.34943,10.86272,11.4034,0.0535,0.12192,0.19841,140.37719,146.835,154.77071,755.33137
928,115.50572,229.85547071403565,41.321364041077395,0.19077,0.1827,0.27782,16.42687,16.56591,15.74159,538.74663,137.01825,0.71499,185.60626,319.67822,33.80171,7.97378,536.83334,123.83107,0.45949,36.71253,178.0487,19.41489,115.63649,115.90795,116.21371,528.98314,539.00649,551.55731,6.4341,8.12563,20.1018,0.12584,0.49291,0.95881,107.15268,120.97761,135.08684,62.18508
929,112.24661,72.59221543041069,34.66278516630664,0.14653,0.13911,0.21041,17.23758,17.44471,16.58363,687.07967,154.13865,0.85836,227.31117,237.52353,83.5182,8.85402,726.84745,147.65369,0.63485,77.8258,99.89917,85.91673,112.32689,113.10415,113.96067,698.59247,730.96244,764.97744,9.18818,22.87502,123.12838,0.48429,0.94581,0.99727,95.3238,111.46423,133.75137,63.38215
930,116.80802,316.836170136038,55.33157670567831,0.3995,0.38866,0.50431,15.17538,15.28739,14.47737,532.72561,93.69204,0.41097,270.92726,91.36034,32.75973,11.30158,522.95702,94.61243,0.39804,290.28022,82.91758,49.59402,116.66647,116.83202,117.00197,517.11302,523.22614,529.09604,9.97548,11.42615,13.56831,0.22316,0.41659,0.63278,89.39298,94.62359,99.95593,112.59332
931,169.51404,36.629626285456595,-42.28523001696519,0.35032,0.3395,0.41754,16.73243,16.86787,16.04546,1142.47143,120.86425,0.6872,119.85599,90.60938,161.85761,9.23049,1145.33009,137.19778,0.32188,162.43595,116.329,213.60296,167.3821,168.06837,168.75542,1107.25171,1146.24547,1190.79032,8.44472,9.91164,11.70611,0.11371,0.32122,0.60793,120.1967,130.46215,142.66794,75.57535
932,94.58502,74.79081245757217,8.875379096041208,0.3198,0.31328,0.3585,16.10659,16.19564,15.39762,548.0587,131.87775,0.35424,148.09867,143.78429,60.30953,8.97645,559.00802,132.94671,0.60378,135.35993,118.69176,80.18695,94.60814,94.87103,95.14762,550.00681,559.1354,570.3107,7.75937,12.18905,39.42854,0.40612,0.81566,0.98742,103.34494,118.91999,134.14656,100.23355
933,101.96315,87.37364953370839,-15.993636156279505,0.4338,0.4183,0.57736,14.3226,14.44678,13.63034,146.02888,53.46406,0.53727,85.36004,359.68712,9.57794,10.60264,144.82516,34.91819,0.0122,4.9218,163.95694,45.56767,101.9164,102.02917,102.14929,145.53634,145.95476,146.38808,12.76041,18.04413,42.16332,0.51483,0.79712,0.96889,40.50923,55.55905,71.93262,86.52489
934,81.90896,69.12094299462602,-61.53048363673569,0.33389,0.31759,0.54416,13.99954,14.10938,13.3005,1215.5885,22.59422,0.77053,82.38215,338.34718,116.67646,6.8958,1282.21361,22.00425,0.70731,18.38106,40.94635,132.99396,81.87919,81.93625,81.99153,1259.91575,1285.28721,1313.95158,6.83293,7.73559,15.76718,0.66349,0.78058,0.95202,24.39301,35.55224,59.39282,681.63214
935,81.91761,111.99637103913965,-69.87447311970764,0.1563,0.14417,0.16673,17.49578,17.76886,16.87118,1365.54114,132.3671,0.54629,185.29853,149.4456,109.95403,9.56861,1308.68146,146.83397,0.62696,149.02983,127.68373,73.42833,81.19341,81.42557,81.66138,1267.99008,1320.33018,1398.74266,9.33776,11.84689,37.8985,0.57137,0.79375,0.98003,109.4281,134.43843,147.02919,316.67416
936,84.92928,86.91018102631045,46.42102164738042,0.26544,0.24553,0.38514,14.99575,15.17227,14.32785,598.05241,5.00677,0.78513,10.19591,77.09629,77.3135,9.08345,595.37963,34.40446,0.55047,33.83721,74.0522,106.89627,84.83415,84.96485,85.08849,589.53501,596.24701,603.18319,8.7678,9.96147,13.58863,0.49846,0.64384,0.83974,28.99808,40.24118,52.31222,358.05512
937,171.54967,118.60969635905646,-66.41435017519974,0.57454,0.57046,0.72858,13.85406,13.89816,13.12331,924.55679,121.53081,0.27505,171.94751,292.51144,66.53974,8.17931,923.12603,113.08522,0.37955,326.70696,111.18719,19.63928,171.20733,171.43362,171.67204,892.21849,916.17201,941.91601,7.50736,8.73172,11.1642,0.22678,0.48247,0.87619,106.24545,114.46058,124.56121,95.46537
938,104.98546,212.94452768515094,19.32019277472197,0.35205,0.34699,0.44996,15.44125,15.50003,14.71766,1381.20834,127.39681,0.34568,58.73585,336.4886,133.85315,5.21516,1391.71722,130.8214,0.14573,238.85077,158.74753,125.66557,104.55953,104.78298,104.99352,1337.78943,1407.78895,1519.99029,4.58799,5.29059,6.19701,0.06048,0.20622,0.4148,119.99217,130.75375,143.62731,124.48582
939,241.77618,31.02477832322666,-37.5036749406651,0.64023,0.6354,0.76465,14.15968,14.21187,13.43289,494.15987,132.61809,0.80261,221.39745,23.94282,19.87293,10.23835,510.07996,113.99247,0.48432,114.06286,28.46315,364.86742,241.97567,242.51588,243.06867,498.19351,510.76042,524.02541,9.58559,16.95908,81.31071,0.34686,0.88056,0.99548,93.44599,103.61078,118.24482,53.79065
940,51.17859,19.331245397536613,70.2720045342713,0.2674,0.25478,0.37551,14.29363,14.41945,13.60214,1721.93383,42.88072,0.63889,305.51645,153.30755,187.22833,7.91395,1599.43136,41.72973,0.55464,318.85921,142.78121,189.42676,51.14799,51.17125,51.19448,1569.61898,1605.8077,1648.09096,7.74431,7.94489,8.15843,0.52795,0.55991,0.59129,39.50415,42.1466,44.55752,5616.97597
941,165.996,19.185247271974873,7.67072944879502,0.14594,0.11222,0.27966,16.32423,16.81013,15.78764,1200.24356,16.70594,0.58802,58.09298,233.30797,189.77614,12.22218,1134.35658,31.72035,0.44437,134.55062,146.24585,152.26829,165.54657,166.52658,167.55726,1095.24762,1131.29929,1168.29487,11.9213,13.51397,16.88297,0.29565,0.49641,0.73603,29.82996,42.29246,54.78025,185.16828
942,81.16876,249.01503713306468,-68.62981341307719,0.4477,0.43736,0.58389,13.74116,13.82311,13.02879,707.64154,96.04181,0.66386,292.52479,110.82183,112.09368,8.99882,705.22029,98.12883,0.58851,297.71042,110.98248,118.92708,81.18011,81.25769,81.3332,701.00848,705.73348,710.78994,8.57892,9.06991,9.79061,0.50919,0.58652,0.67808,94.92113,97.80415,100.78714,1094.83082
943,86.14799,207.77675470492588,-48.40149321324944,0.30211,0.28772,0.42563,14.96337,15.10118,14.27751,1765.85604,120.97349,0.48534,199.09122,322.79766,95.3591,10.36222,1721.00552,118.93991,0.37116,26.66723,143.64904,123.65104,86.07127,86.18216,86.29571,1672.6939,1744.86929,1842.20487,9.93343,10.31901,10.70289,0.32537,0.38809,0.4561,116.80385,119.34536,122.22436,1934.74973
944,32.02233,301.41309021931596,-8.976192941307154,0.25876,0.24559,0.37383,13.0667,13.19648,12.37708,2032.36954,87.61639,0.41297,228.39407,302.89778,0.44167,9.44179,1822.28106,90.3399,0.16986,104.91686,121.19074,298.67661,32.01274,32.02668,32.04043,1793.45565,1829.46488,1871.32688,9.32804,9.45175,9.58352,0.15244,0.17512,0.20046,89.74784,90.34235,90.94127,10679.83518
945,112.58043,119.36148426878356,-1.2769298631858126,0.65081,0.6451,0.7525,12.62839,12.68223,11.9024,523.02071,43.69472,0.2682,149.09131,356.48745,69.66978,8.35911,532.40821,48.97348,0.1636,7.01128,161.27284,111.41063,112.58163,112.74526,112.90973,525.137,536.17324,547.0959,7.92849,8.95012,10.23633,0.07295,0.22937,0.49942,41.29511,53.55306,62.82808,110.30928
946,51.04393,7.787475939485098,64.67705026590284,0.11557,0.1098,0.16282,16.39297,16.56475,15.72289,952.01935,46.14858,0.02362,142.93814,82.18969,74.12478,5.26372,958.72133,46.20358,0.11429,94.06963,75.48636,888.92694,51.07937,51.1324,51.18733,951.18186,959.86403,969.07378,5.02646,5.26159,5.4964,0.0464,0.10669,0.16742,42.38965,46.25675,49.84357,944.14816
947,166.25149,294.66010486544604,-26.569008706112655,0.4877,0.47791,0.47364,15.33968,15.42404,14.62846,1467.2218,151.96544,0.47851,24.16035,291.63521,127.67939,11.54,1371.35162,146.31482,0.57203,180.23888,94.5169,99.19806,166.07396,166.7486,167.41529,1320.92667,1396.17371,1513.20328,11.44608,14.23888,30.06948,0.53939,0.76131,0.95978,117.44945,133.96914,146.72376,177.01656
948,65.45715,239.11297127674206,-31.906331790696868,0.39925,0.38485,0.53947,13.55973,13.67558,12.86354,451.79687,95.20882,0.41633,255.34997,271.08789,47.52158,11.29129,460.13342,89.37833,0.19411,85.42381,94.08866,81.31125,65.3926,65.44696,65.49886,456.15568,459.89777,463.27797,10.60603,11.34054,12.11337,0.08092,0.19447,0.31683,87.43332,89.24937,91.08256,281.29395
949,56.8841,242.98743205500975,-39.12978253782498,0.10999,0.1078,0.16257,16.96876,17.03258,16.24763,713.74573,22.3455,0.44472,231.23636,324.76635,36.38348,6.54562,718.13901,49.78802,0.91488,83.77184,177.42104,187.24604,56.62084,56.7606,56.90033,696.42096,714.8504,734.74615,4.88871,17.51539,89.76526,0.80453,0.98699,0.99925,51.69935,76.23132,86.60233,55.91306
950,71.99783,119.31265646199758,-83.50535513785611,0.22804,0.21544,0.32248,15.78632,15.93078,15.10357,1308.60994,141.33158,0.75283,31.68357,350.35893,206.44309,8.4909,1276.19746,134.01772,0.79499,213.36858,176.23314,199.8639,72.00373,72.08084,72.15538,1261.59963,1289.54294,1326.60371,8.1641,10.08487,18.72552,0.77675,0.89066,0.97486,117.02057,130.24608,139.68754,474.08551
951,100.60479,309.87250455265905,35.39742164607871,0.13295,0.12338,0.1867,17.37676,17.65998,16.75658,1172.80579,112.20582,0.41601,82.76167,157.08891,132.98164,12.10427,1178.19594,111.87002,0.5012,61.73391,151.07098,66.42524,100.19517,100.59934,100.99118,1148.81834,1181.04133,1223.23779,11.08954,12.63271,15.28258,0.42107,0.5651,0.71921,107.17799,111.10246,115.34942,232.18295
952,71.0118,71.90912762762198,85.05894395743316,0.18593,0.17723,0.26295,16.64352,16.77502,15.95471,493.32516,61.58634,0.09179,163.47263,272.79169,6.70972,6.49071,503.51439,66.03155,0.41507,120.02643,95.10579,199.50822,70.96533,71.0854,71.21001,495.25864,503.31361,511.50636,5.84329,7.12418,13.77932,0.18663,0.53282,0.93304,58.4826,68.58423,77.81539,85.82336
953,50.66971,215.1853778001471,70.64076955961167,0.14411,0.13567,0.21722,16.19517,16.44254,15.55925,237.49545,97.86504,0.69066,309.76029,306.39245,5.85214,11.01693,236.21323,98.21938,0.78655,142.24654,124.38125,13.37892,50.55067,50.59665,50.6442,234.71616,235.9265,237.0953,11.34014,24.92566,98.01939,0.81096,0.9825,0.99861,90.97721,94.87948,102.09026,159.58115
954,98.27005,254.97198877131248,-20.30191215974897,0.3026,0.28931,0.41804,15.53161,15.6656,14.84396,694.56061,109.32661,0.105,122.65557,186.74786,79.73783,10.63921,679.33845,105.15202,0.35209,316.72966,2.29664,106.58525,98.22186,98.44431,98.66274,668.1629,679.019,689.78566,10.02987,10.88192,12.08359,0.22536,0.37105,0.54205,97.88381,104.7295,111.96765,257.49952
955,338.8132,341.91368738186907,-27.9231366712444,0.77488,0.76981,0.91449,13.38116,13.42307,12.64934,1249.02274,30.61662,0.67851,331.53564,20.25104,82.48474,10.18645,1311.37636,51.50343,0.13565,315.61842,172.28186,565.29425,337.35085,338.80414,340.18668,1242.19032,1333.98645,1429.85986,9.79924,11.99564,23.04197,0.11281,0.40701,0.93505,41.44619,57.11353,71.43131,68.69554
956,62.04663,98.02901695330388,40.098534888357605,0.2662,0.25395,0.31804,15.68128,15.81938,14.99556,1375.93482,88.26329,0.80722,42.20267,3.56482,140.14455,7.09581,1375.15567,83.22067,0.65462,41.03284,2.3124,141.97275,62.11385,62.20917,62.30549,1349.2568,1411.23295,1505.50927,6.67489,7.8676,13.67349,0.62149,0.77985,0.95936,78.1107,83.18151,87.50047,386.88809
957,164.39757,295.1246415857014,27.658250208766344,0.65312,0.63576,0.75503,13.37849,13.44617,12.65923,978.38139,134.12625,0.45425,192.42442,301.78564,45.30461,8.20947,944.77124,164.70985,0.37657,351.44043,105.37264,11.3963,164.06623,164.31304,164.56049,931.80609,946.92106,962.47559,8.10849,8.79555,9.6649,0.23927,0.38854,0.54578,139.53694,148.15496,157.33284,274.48936
958,49.98404,210.66985344323157,-28.21257294431648,0.17284,0.16507,0.25207,15.20938,15.33085,14.51584,181.75032,96.20963,0.16693,239.23646,91.26045,24.53827,6.01623,181.05801,104.71099,0.8165,308.75431,86.63718,54.1753,50.04747,50.09349,50.14111,179.81509,181.64042,184.69164,5.63676,14.00594,59.28362,0.62626,0.9683,0.99754,88.767,94.63143,107.53669,59.87619
959,62.19759,16.049734729374876,-37.825166541527466,0.38844,0.3711,0.51229,13.74994,13.89057,13.0654,153.62714,67.66417,0.26736,241.75464,42.43832,12.96267,11.86258,154.56733,63.90033,0.24169,265.1548,45.70569,26.17912,62.21105,62.25592,62.3016,154.08213,154.57614,155.07831,10.75937,11.92064,13.15111,0.1122,0.23903,0.38113,56.94717,63.90797,69.78728,234.19017
960,118.1598,194.21464511724128,37.74257710705261,0.20204,0.19276,0.29641,16.97407,17.11129,16.28794,878.88128,44.81453,0.58886,224.03745,40.38575,17.00078,8.04934,1001.21899,79.08678,0.57913,246.75369,40.61358,119.0756,117.9176,118.42376,118.94395,930.54461,991.38667,1045.9429,7.84011,19.01668,83.4273,0.56722,0.95219,0.9973,73.65635,85.81554,90.40219,56.00725
961,52.57103,353.1130995574532,-8.56696938442836,0.18912,0.1814,0.27265,14.56297,14.68019,13.86742,239.35999,21.30843,0.23895,313.99536,270.89813,1.6887,5.85441,239.19874,34.72247,0.33946,136.60591,89.36715,237.46061,52.50139,52.54419,52.58541,238.01133,238.97542,239.89054,5.4703,6.04265,6.72485,0.13678,0.30801,0.47521,31.15748,40.54765,48.0188,256.18649
962,43.67376,339.38453415199274,31.872869957351714,0.25444,0.24926,0.36546,13.80674,13.85326,13.07718,632.07921,85.76441,0.14929,344.02476,119.37861,3.21855,2.59542,630.15288,85.8637,0.51217,23.50951,117.93326,68.21053,43.67334,43.69516,43.71721,622.76746,632.89896,640.69563,2.47829,3.15126,6.84713,0.42452,0.75951,0.98137,81.52675,86.48108,90.64753,165.73574
963,112.98335,225.58289666628218,67.19233523817833,0.39347,0.37786,0.53689,14.58188,14.70437,13.88882,1465.18277,55.57934,0.58474,174.37631,29.39384,4.03048,11.08755,1498.09674,48.23377,0.68605,172.63196,28.44863,1489.11821,112.79016,112.90749,113.02586,1461.16543,1513.69075,1579.23832,10.59669,11.19217,11.90648,0.62528,0.70369,0.78857,40.33703,48.22267,53.94269,828.60661
964,187.68342,288.1973788519832,-6.5688403502047805,0.6442,0.63863,0.72636,13.99709,14.05305,13.27214,1234.75116,57.40169,0.0414,112.13504,300.81992,73.07421,9.54079,1308.25766,68.34341,0.24622,72.42441,118.65169,609.85018,187.37194,187.85347,188.32558,1263.85373,1310.58784,1371.33646,8.7684,9.73315,10.79357,0.06038,0.18967,0.37016,58.99613,68.38785,76.36816,141.26283
965,42.6487,333.92777154778366,6.006279438105362,0.18056,0.17252,0.26413,14.8577,14.98118,14.16511,405.76655,97.26958,0.55182,48.01402,267.04059,41.60845,6.47862,415.3219,93.12346,0.64255,241.05612,88.22153,58.24414,42.6176,42.67373,42.72285,407.46124,413.353,417.02956,5.07045,5.95306,7.52484,0.37383,0.55301,0.75816,90.49814,92.85425,95.27996,186.70742
966,62.72533,305.7245339642963,-48.81540235027696,0.35311,0.34481,0.48746,13.70041,13.75806,12.97627,604.58349,53.65183,0.26862,295.49325,272.11418,61.96002,5.21824,594.61895,54.44602,0.38822,129.38039,101.0082,92.93956,62.61528,62.66439,62.71348,587.50205,596.24409,605.63434,4.80714,5.28193,5.90654,0.1831,0.35177,0.53378,49.97948,56.4746,61.94352,323.29472
967,173.72966,295.7563339565517,38.12882448525329,0.47478,0.46734,0.59055,15.37955,15.44204,14.65777,868.24996,102.66283,0.73716,166.65907,34.94576,129.788,10.13967,891.2361,101.51143,0.7429,179.79482,30.89645,148.14757,172.66798,173.08128,173.50206,863.16978,888.50517,917.91317,11.71584,40.21081,387.70049,0.88007,0.99722,0.99996,89.94877,93.39547,106.43243,53.34715
968,285.60106,329.9438412333274,37.395768694438715,0.86412,0.85836,0.94238,12.82382,12.86944,12.09382,1121.88049,126.14922,0.32711,354.44344,41.02691,58.13296,9.88656,1091.69571,116.12203,0.08158,278.40701,32.82016,935.96663,286.19686,286.92613,287.67249,1057.83093,1093.73857,1133.81521,8.95591,10.19255,11.71888,0.04968,0.17831,0.42756,106.30803,115.05035,124.44406,112.11495
969,136.60757,222.95690288270765,-64.32411336088369,0.31582,0.31001,0.432,16.13927,16.19472,15.41407,1070.13993,154.10939,0.32136,238.17155,318.10308,33.74962,7.31148,1036.93815,137.06422,0.8291,75.8517,153.00295,33.63041,136.462,136.84483,137.23856,1019.49405,1050.59299,1089.79778,5.21744,14.67183,63.10389,0.41832,0.95819,0.99749,95.88166,111.56933,133.31722,120.99621
970,19.81318,326.5534051087668,53.09634659588401,0.36693,0.36495,0.49873,11.10071,11.11472,10.35512,539.42043,106.50241,0.54158,24.88602,177.95202,28.35471,1.32272,530.83221,101.22771,0.34323,34.77116,174.41432,32.07269,19.80873,19.81226,19.81593,525.14143,531.72922,539.58154,1.21935,1.40362,2.13374,0.21477,0.43502,0.90868,96.04574,101.29398,106.96216,127.44538
971,61.4444,52.55321575508045,27.94883581162977,0.18613,0.17961,0.28374,16.05826,16.15468,15.35282,663.97218,102.12119,0.72831,82.64961,126.4982,69.28952,3.92262,651.60404,112.33786,0.58349,70.75043,130.69008,36.01333,61.26431,61.36672,61.47377,615.97611,634.91457,658.65836,7.98989,22.80187,74.74524,0.89701,0.98725,0.99858,91.28849,94.74789,103.57847,62.90215
972,141.37517,45.56863304273193,-20.026656257118173,0.49265,0.48464,0.62213,14.6313,14.69936,13.91222,587.74686,41.22479,0.12102,16.3395,299.90135,58.41192,10.93379,605.57192,48.75271,0.48685,152.51394,128.14444,1.96277,141.089,141.35747,141.62524,593.10833,604.80491,615.82551,10.16557,12.54455,24.10677,0.34191,0.70194,0.9604,37.48602,50.27996,61.91595,117.40022
973,116.45672,151.41712308345518,-20.392301795616554,0.58333,0.575,0.67286,13.52198,13.60042,12.80792,220.04253,52.30662,0.36144,92.10456,241.00702,24.94208,12.49658,221.4068,52.48499,0.20937,309.28669,59.7283,50.00977,116.48954,116.6428,116.8167,219.73784,221.63424,223.68763,11.73275,13.81632,19.32474,0.09693,0.31034,0.75588,47.37042,58.70304,68.81832,93.6835
